setting_id,continuation_cost,scarcity_cost_scale,observation_noise,init_regime,ego_reward,tuned_ego,tuned_ego_reward,oracle_reward,best_fixed_threshold,best_fixed_threshold_reward,best_fixed_depth,best_fixed_depth_reward,ego_minus_best_fixed_threshold,tuned_ego_minus_best_fixed_threshold,ego_minus_best_fixed_depth,tuned_ego_minus_best_fixed_depth,oracle_minus_ego,oracle_minus_tuned_ego
cost=0.030|scarcity=0.080|obs_noise=0.020|init=wide,0.03,0.08,0.02,wide,0.7677047962460563,ego_grid_h0=0.08_alpha=0.25,0.7745085109443139,0.7741500944390433,fixed_threshold_0.15,0.7732096988325223,fixed_depth_4,0.7530615276002531,-0.005504902586466076,0.001298812111791614,0.01464326864580312,0.02144698334406081,0.0064452981929870035,-0.0003584165052706867
cost=0.030|scarcity=0.080|obs_noise=0.020|init=high,0.03,0.08,0.02,high,0.6901293292944898,ego_grid_h0=0.08_alpha=0.25,0.7001580955273439,0.7001522439267366,fixed_threshold_0.15,0.7001089436848751,fixed_depth_4,0.6879798737033881,-0.009979614390385305,4.9151842468786455e-05,0.00214945559110169,0.012178221823955782,0.010022914632246804,-5.851600607287288e-06
cost=0.030|scarcity=0.080|obs_noise=0.060|init=wide,0.03,0.08,0.06,wide,0.7677487073274291,ego_grid_h0=0.08_alpha=0.25,0.7726103193659878,0.7741500944390433,fixed_threshold_0.15,0.7720725278469622,fixed_depth_4,0.7530615276002531,-0.0043238205195331725,0.0005377915190255544,0.014687179727175925,0.019548791765734652,0.0064013871116141985,0.0015397750730554716
cost=0.030|scarcity=0.080|obs_noise=0.060|init=high,0.03,0.08,0.06,high,0.6897433951352204,ego_grid_h0=0.08_alpha=0.25,0.6985571520310414,0.7001522439267366,fixed_threshold_0.15,0.6975076505249184,fixed_depth_4,0.6879798737033881,-0.007764255389697938,0.0010495015061230406,0.0017635214318323378,0.010577278327653317,0.010408848791516156,0.0015950918956951776
cost=0.030|scarcity=0.160|obs_noise=0.000|init=wide,0.03,0.16,0.0,wide,0.7357004047062454,ego_grid_h0=0.00_alpha=1.25,0.7361411429042378,0.7360994154665923,fixed_threshold_0.20,0.7349741221256874,fixed_depth_4,0.7052429300211699,0.0007262825805580686,0.001167020778550465,0.030457474685075536,0.030898212883067933,0.000399010760346874,-4.1727437645522336e-05
cost=0.030|scarcity=0.160|obs_noise=0.000|init=high,0.03,0.16,0.0,high,0.6420033859530977,ego_entropy_gate,0.6420033859530977,0.6421664261253246,fixed_threshold_0.20,0.641240258669783,fixed_depth_4,0.6407827027618255,0.0007631272833147351,0.0007631272833147351,0.0012206831912722205,0.0012206831912722205,0.0001630401722269026,0.0001630401722269026
cost=0.030|scarcity=0.160|obs_noise=0.020|init=wide,0.03,0.16,0.02,wide,0.7352171771984373,ego_grid_h0=0.00_alpha=1.25,0.7362626647313554,0.7359592832535147,fixed_threshold_0.20,0.7343890707133524,fixed_depth_2,0.7038273507375286,0.0008281064850849118,0.001873594018003022,0.03138982646090871,0.03243531399382682,0.0007421060550774072,-0.0003033814778407029
cost=0.030|scarcity=0.160|obs_noise=0.020|init=high,0.03,0.16,0.02,high,0.638527424532585,ego_entropy_gate,0.638527424532585,0.63798949035485,fixed_threshold_0.20,0.6378069181395132,fixed_depth_4,0.6372179689414834,0.0007205063930718625,0.0007205063930718625,0.001309455591101627,0.001309455591101627,-0.0005379341777350666,-0.0005379341777350666
cost=0.030|scarcity=0.160|obs_noise=0.060|init=wide,0.03,0.16,0.06,wide,0.7344077549464767,ego_grid_h0=0.00_alpha=1.25,0.7351559156524868,0.7359592832535147,fixed_threshold_0.20,0.7337687044582819,fixed_depth_2,0.7038273507375286,0.0006390504881947923,0.0013872111942049292,0.030580404208948142,0.03132856491495828,0.0015515283070379748,0.0008033676010278379
cost=0.030|scarcity=0.160|obs_noise=0.060|init=high,0.03,0.16,0.06,high,0.6374414903733158,ego_grid_h0=0.00_alpha=1.25,0.6374604574270286,0.63798949035485,fixed_threshold_0.20,0.6357853737422163,fixed_depth_4,0.6372179689414834,0.0016561166310994357,0.001675083684812284,0.00022352143183235196,0.0002424884855452003,0.0005479999815342085,0.0005290329278213601
cost=0.060|scarcity=0.000|obs_noise=0.000|init=wide,0.06,0.0,0.0,wide,0.7202246904205312,ego_grid_h0=0.16_alpha=0.25,0.7206063184294071,0.7208539422182503,fixed_threshold_0.20,0.7207260268875921,fixed_depth_2,0.6872543560811519,-0.0005013364670609644,-0.0001197084581849861,0.03297033433937924,0.033351962348255215,0.0006292517977191103,0.0002476237888431321
cost=0.060|scarcity=0.000|obs_noise=0.000|init=high,0.06,0.0,0.0,high,0.6243571954769072,ego_grid_h0=0.08_alpha=0.50,0.6263821612603402,0.6262725975471016,fixed_threshold_0.20,0.6256007348602591,fixed_depth_4,0.6223065122856349,-0.001243539383351977,0.0007814264000810534,0.002050683191272218,0.004075648974705248,0.0019154020701944718,-0.00010956371323855851
cost=0.060|scarcity=0.000|obs_noise=0.020|init=wide,0.06,0.0,0.02,wide,0.7199424152936753,ego_grid_h0=0.16_alpha=0.25,0.7207278479232648,0.7206317536425176,fixed_threshold_0.20,0.7205790707133524,fixed_depth_2,0.6866844935946714,-0.0006366554196770569,0.00014877720991246512,0.03325792169900388,0.0340433543285934,0.0006893383488423277,-9.609428074719428e-05
cost=0.060|scarcity=0.000|obs_noise=0.020|init=high,0.06,0.0,0.02,high,0.6212812340563946,ego_grid_h0=0.08_alpha=0.50,0.623884430098002,0.6237209295056878,fixed_threshold_0.15,0.6235541817801132,fixed_depth_4,0.6187417784652929,-0.0022729477237186657,0.0003302483178887483,0.0025394555911016914,0.005142651632709105,0.0024396954492932332,-0.0001635005923141808
cost=0.060|scarcity=0.000|obs_noise=0.060|init=wide,0.06,0.0,0.06,wide,0.7191896597083814,ego_grid_h0=0.16_alpha=0.25,0.7197557034127396,0.7206317536425176,fixed_threshold_0.20,0.7201820377916153,fixed_depth_2,0.6866844935946714,-0.0009923780832338247,-0.00042633437887562575,0.032505166113710016,0.033071209818068215,0.0014420939341361905,0.0008760502297779915
cost=0.060|scarcity=0.000|obs_noise=0.060|init=high,0.06,0.0,0.06,high,0.6208452998971252,ego_grid_h0=0.08_alpha=0.50,0.6228203337368433,0.6237209295056878,fixed_threshold_0.15,0.6217228886201566,fixed_depth_4,0.6187417784652929,-0.0008775887230313417,0.001097445116686746,0.0021035214318323447,0.0040785552715504325,0.00287562960856258,0.0009005957688444921
cost=0.060|scarcity=0.040|obs_noise=0.000|init=wide,0.06,0.04,0.0,wide,0.7042561189919597,ego_grid_h0=0.16_alpha=0.25,0.7046153660484548,0.7050686083635008,fixed_threshold_0.20,0.7046005506971159,fixed_depth_2,0.6765400703668663,-0.0003444317051561896,1.481535133884826e-05,0.02771604862509347,0.028075295681588508,0.000812489371541103,0.00045324231504606516
cost=0.060|scarcity=0.040|obs_noise=0.000|init=high,0.06,0.04,0.0,high,0.5991062430959548,ego_entropy_gate,0.5991062430959548,0.5992497878623263,fixed_threshold_0.25,0.5984278826317109,fixed_depth_4,0.5969255599046825,0.0006783604642439656,0.0006783604642439656,0.0021806831912722924,0.0021806831912722924,0.00014354476637146174,0.00014354476637146174
cost=0.060|scarcity=0.040|obs_noise=0.020|init=wide,0.06,0.04,0.02,wide,0.7036986057698658,ego_grid_h0=0.08_alpha=1.00,0.7050852892446176,0.7044693836103806,fixed_threshold_0.20,0.7041940707133524,fixed_depth_2,0.6759702078803856,-0.0004954649434866232,0.0008912185312651699,0.027728397889480116,0.02911508136423191,0.0007707778405148247,-0.0006159056342369684
cost=0.060|scarcity=0.040|obs_noise=0.020|init=high,0.06,0.04,0.02,high,0.5954802816754421,ego_entropy_gate,0.5954802816754421,0.5950629511664147,fixed_threshold_0.20,0.5947697752823703,fixed_depth_4,0.5933608260843405,0.000710506393071797,0.000710506393071797,0.0021194555911016044,0.0021194555911016044,-0.00041733050902736935,-0.00041733050902736935
cost=0.060|scarcity=0.040|obs_noise=0.060|init=wide,0.06,0.04,0.06,wide,0.7025191835179053,ego_grid_h0=0.16_alpha=0.25,0.7032678462698825,0.7044693836103806,fixed_threshold_0.20,0.7037037044582819,fixed_depth_2,0.6759702078803856,-0.0011845209403765766,-0.00043585818839941837,0.02654897563751968,0.027297638389496837,0.0019502000924752627,0.0012015373404981045
cost=0.060|scarcity=0.040|obs_noise=0.060|init=high,0.06,0.04,0.06,high,0.5946943475161728,ego_grid_h0=0.00_alpha=1.25,0.5948333145698858,0.5950629511664147,fixed_threshold_0.25,0.5940798399363822,fixed_depth_4,0.5933608260843405,0.0006145075797905353,0.0007534746335035036,0.0013335214318322963,0.0014724884855452647,0.00036860365024193875,0.0002296365965289704
cost=0.060|scarcity=0.080|obs_noise=0.000|init=wide,0.06,0.08,0.0,wide,0.6882875475633883,ego_grid_h0=0.16_alpha=0.50,0.6905897074959512,0.6905380077673162,fixed_threshold_0.25,0.6904085889731648,fixed_depth_2,0.6658257846525806,-0.002121041409776536,0.00018111852278634988,0.022461762910807703,0.02476392284337059,0.0022504602039279398,-5.169972863494632e-05
cost=0.060|scarcity=0.080|obs_noise=0.000|init=high,0.06,0.08,0.0,high,0.5738552907150024,ego_grid_h0=0.16_alpha=0.50,0.5755181483324487,0.5755264082825244,fixed_threshold_0.25,0.5754269302507585,fixed_depth_4,0.5715446075237303,-0.0015716395357561197,9.121808169021417e-05,0.002310683191272145,0.003973540808718479,0.0016711175675220291,8.259950075695244e-06
cost=0.060|scarcity=0.080|obs_noise=0.020|init=wide,0.06,0.08,0.02,wide,0.6874547962460563,ego_grid_h0=0.08_alpha=1.00,0.691108860673189,0.6910239735572626,fixed_threshold_0.25,0.6906947753317147,fixed_depth_2,0.6652559221661,-0.0032399790856584287,0.00041408534147424625,0.022198874079956354,0.02585293850708903,0.0035691773112063174,-8.488711592635756e-05
cost=0.060|scarcity=0.080|obs_noise=0.020|init=high,0.06,0.08,0.02,high,0.5696793292944898,ego_grid_h0=0.16_alpha=0.75,0.5726738438173234,0.5722199966539746,fixed_threshold_0.25,0.5716368278836143,fixed_depth_4,0.5679798737033881,-0.001957498589124418,0.0010370159337091955,0.0016994555911017395,0.004693970113935353,0.0025406673594847717,-0.0004538471633488417
cost=0.060|scarcity=0.080|obs_noise=0.060|init=wide,0.06,0.08,0.06,wide,0.6858487073274291,ego_grid_h0=0.08_alpha=1.25,0.6899144971701047,0.6910239735572626,fixed_threshold_0.25,0.6887687873332629,fixed_depth_2,0.6652559221661,-0.0029200800058337695,0.0011457098368418128,0.02059278516132912,0.0246585750040047,0.005175266229833553,0.0011094763871579705
cost=0.060|scarcity=0.080|obs_noise=0.060|init=high,0.06,0.08,0.06,high,0.5685433951352205,ego_grid_h0=0.08_alpha=1.25,0.5716362135766756,0.5722199966539746,fixed_threshold_0.25,0.5706422208887633,fixed_depth_4,0.5679798737033881,-0.00209882575354281,0.0009939926879123373,0.0005635214318323589,0.0036563398732875063,0.0036766015187541523,0.0005837830772990049
cost=0.060|scarcity=0.160|obs_noise=0.000|init=wide,0.06,0.16,0.0,wide,0.6563504047062454,ego_grid_h0=0.16_alpha=1.25,0.6678992856019085,0.6673908155050255,fixed_threshold_0.30,0.6672547308690854,fixed_depth_2,0.6443972132240091,-0.010904326162839983,0.0006445547328230994,0.01195319148223628,0.023502072377899363,0.011040410798780154,-0.0005084700968829292
cost=0.060|scarcity=0.160|obs_noise=0.000|init=high,0.06,0.16,0.0,high,0.5233533859530977,ego_grid_h0=0.16_alpha=1.00,0.5342013245843746,0.5342713883220547,fixed_threshold_0.30,0.5339074079758241,fixed_depth_4,0.5207827027618254,-0.010554022022726484,0.00029391660855049295,0.002570683191272294,0.01341862182254927,0.010918002368957014,7.006373768003726e-05
cost=0.060|scarcity=0.160|obs_noise=0.020|init=wide,0.06,0.16,0.02,wide,0.6549671771984372,ego_grid_h0=0.16_alpha=1.00,0.6666345425696444,0.6665214857633833,fixed_threshold_0.30,0.6660136250079601,fixed_depth_2,0.6438273507375285,-0.011046447809522908,0.0006209175616842533,0.01113982646090872,0.02280719183211588,0.011554308564946103,-0.00011305680626105818
cost=0.060|scarcity=0.160|obs_noise=0.020|init=high,0.06,0.16,0.02,high,0.518077424532585,ego_grid_h0=0.16_alpha=1.00,0.5327786034055213,0.5327254060343586,fixed_threshold_0.35,0.5321356123349966,fixed_depth_4,0.5172179689414833,-0.014058187802411637,0.0006429910705246789,0.0008594555911016766,0.015560634464037992,0.0146479815017736,-5.31973711627165e-05
cost=0.060|scarcity=0.160|obs_noise=0.060|init=wide,0.06,0.16,0.06,wide,0.6525077549464767,ego_grid_h0=0.16_alpha=1.00,0.6662062441363633,0.6665214857633833,fixed_threshold_0.30,0.6656708056242524,fixed_depth_2,0.6438273507375285,-0.013163050677775678,0.0005354385121109084,0.008680404208948223,0.02237889339883481,0.0140137308169066,0.0003152416270200131
cost=0.060|scarcity=0.160|obs_noise=0.060|init=high,0.06,0.16,0.06,high,0.5162414903733157,ego_grid_h0=0.24_alpha=0.75,0.53179407073259,0.5327254060343586,fixed_threshold_0.35,0.5316503047989029,fixed_depth_4,0.5172179689414833,-0.01540881442558717,0.00014376593368714552,-0.0009764785681676269,0.014576101791106688,0.016483915661042903,0.0009313353017685877
cost=0.090|scarcity=0.000|obs_noise=0.000|init=wide,0.09,0.0,0.0,wide,0.6408746904205311,ego_grid_h0=0.32_alpha=0.25,0.655440650207892,0.6548409863942545,fixed_threshold_0.35,0.655400642788735,fixed_depth_2,0.627254356081152,-0.014525952368203865,4.000741915699546e-05,0.013620334339379148,0.028186294126740008,0.013966295973723342,-0.0005996638136375187
cost=0.090|scarcity=0.000|obs_noise=0.000|init=high,0.09,0.0,0.0,high,0.5057071954769072,ego_grid_h0=0.24_alpha=0.50,0.5145025900238996,0.5144477739027931,fixed_threshold_0.30,0.5143512174996336,fixed_depth_4,0.5023065122856349,-0.008644022022726405,0.00015137252426600245,0.0034006831912722912,0.012196077738264699,0.008740578425885825,-5.4816121106582294e-05
cost=0.090|scarcity=0.000|obs_noise=0.020|init=wide,0.09,0.0,0.02,wide,0.6396924152936754,ego_grid_h0=0.24_alpha=0.75,0.6538522479424302,0.654060652283523,fixed_threshold_0.35,0.6536039717845131,fixed_depth_2,0.6266844935946714,-0.013911556490837751,0.00024827615791711555,0.013007921699004,0.027167754347758866,0.014368236989847571,0.000208404341092705
cost=0.090|scarcity=0.000|obs_noise=0.020|init=high,0.09,0.0,0.02,high,0.5008312340563945,ego_grid_h0=0.24_alpha=0.50,0.5131574346279422,0.5131958592214083,fixed_threshold_0.35,0.5127560885254728,fixed_depth_4,0.4987417784652929,-0.011924854469078316,0.00040134610246933544,0.00208945559110163,0.014415656162649282,0.012364625165013798,3.842459346614646e-05
cost=0.090|scarcity=0.000|obs_noise=0.060|init=wide,0.09,0.0,0.06,wide,0.6372896597083815,ego_grid_h0=0.24_alpha=0.75,0.6534080317135444,0.654060652283523,fixed_threshold_0.35,0.6536419026521475,fixed_depth_2,0.6266844935946714,-0.016352242943766027,-0.00023387093860305352,0.010605166113710096,0.02672353811887307,0.016770992575141475,0.0006526205699785015
cost=0.090|scarcity=0.000|obs_noise=0.060|init=high,0.09,0.0,0.06,high,0.49964529989712525,ego_grid_h0=0.24_alpha=0.75,0.5123845469230661,0.5131958592214083,fixed_threshold_0.35,0.5123374476560457,fixed_depth_4,0.4987417784652929,-0.012692147758920469,4.709926702040068e-05,0.0009035214318323659,0.013642768457773236,0.013550559324283062,0.0008113122983421928
cost=0.090|scarcity=0.040|obs_noise=0.000|init=wide,0.09,0.04,0.0,wide,0.6249061189919597,ego_grid_h0=0.32_alpha=0.25,0.6472666025888444,0.6471667182774624,fixed_threshold_0.35,0.6470113570744493,fixed_depth_1,0.6191095969502708,-0.022105238082489653,0.0002552455143950416,0.005796522041688901,0.028157005638573596,0.022260599285502725,-9.988431138197029e-05
cost=0.090|scarcity=0.040|obs_noise=0.000|init=high,0.09,0.04,0.0,high,0.4804562430959548,ego_grid_h0=0.16_alpha=1.25,0.4970126619913604,0.49675346663458253,fixed_threshold_0.35,0.4968779669909091,fixed_depth_2,0.4855381486303615,-0.016421723894954277,0.00013469500045132365,-0.005081905534406683,0.011474513360998917,0.016297223538627725,-0.00025919535677787486
cost=0.090|scarcity=0.040|obs_noise=0.020|init=wide,0.09,0.04,0.02,wide,0.6234486057698658,ego_grid_h0=0.32_alpha=0.25,0.6453726632803725,0.6448810380223337,fixed_threshold_0.35,0.6450758765464178,fixed_depth_1,0.6177393118974202,-0.02162727077655202,0.00029678673395461264,0.005709293872445675,0.02763335138295231,0.021432432252467826,-0.0004916252580388081
cost=0.090|scarcity=0.040|obs_noise=0.020|init=high,0.09,0.04,0.02,high,0.47503028167544215,ego_grid_h0=0.32_alpha=0.25,0.4962504567437939,0.4965780113607564,fixed_threshold_0.35,0.4961884694778537,fixed_depth_2,0.48509521846916326,-0.021158187802411577,6.198726594019988e-05,-0.010064936793721113,0.011155238274630663,0.021547729685314265,0.0003275546169624888
cost=0.090|scarcity=0.040|obs_noise=0.060|init=wide,0.09,0.04,0.06,wide,0.6206191835179052,ego_grid_h0=0.32_alpha=0.25,0.6450027652736654,0.6448810380223337,fixed_threshold_0.35,0.6450307121759571,fixed_depth_1,0.6177393118974202,-0.02441152865805185,-2.7946902291686726e-05,0.002879871620485086,0.02726345337624525,0.024261854504428415,-0.00012172725133174911
cost=0.090|scarcity=0.040|obs_noise=0.060|init=high,0.09,0.04,0.06,high,0.47349434751617286,ego_grid_h0=0.24_alpha=0.75,0.4959369278754471,0.4965780113607564,fixed_threshold_0.35,0.49560316194176,fixed_depth_2,0.48509521846916326,-0.022108814425587153,0.000333765933687058,-0.011600870952990394,0.010841709406283817,0.023083663844583546,0.000641083485309335
cost=0.090|scarcity=0.080|obs_noise=0.000|init=wide,0.09,0.08,0.0,wide,0.6089375475633882,ego_grid_h0=0.24_alpha=1.00,0.6393495110100187,0.6394142119786301,fixed_threshold_0.40,0.6388800837500284,fixed_depth_1,0.6141095969502708,-0.029942536186640112,0.0004694272599903293,-0.005172049386882538,0.025239914059747903,0.030476664415241883,6.470096861144192e-05
cost=0.090|scarcity=0.080|obs_noise=0.000|init=high,0.09,0.08,0.0,high,0.45520529071500243,ego_grid_h0=0.24_alpha=1.00,0.4817881408183569,0.481729014170959,fixed_threshold_0.40,0.4816208904828877,fixed_depth_2,0.4748238629160758,-0.026415599767885267,0.00016725033546921564,-0.01961857220107338,0.006964277902281102,0.02652372345595655,-5.9126647397933496e-05
cost=0.090|scarcity=0.080|obs_noise=0.020|init=wide,0.09,0.08,0.02,wide,0.6072047962460563,ego_grid_h0=0.16_alpha=1.50,0.6370927319463727,0.6372490666690146,fixed_threshold_0.40,0.6367696714597415,fixed_depth_1,0.6127393118974201,-0.029564875213685227,0.00032306048663122144,-0.005534515651363869,0.02435342004895258,0.03004427042295832,0.00015633472264187098
cost=0.090|scarcity=0.080|obs_noise=0.020|init=high,0.09,0.08,0.02,high,0.4492293292944898,ego_grid_h0=0.32_alpha=0.50,0.48121050277041594,0.4813269705086797,fixed_threshold_0.40,0.4810576259094221,fixed_depth_2,0.4743809327548776,-0.031828296614932305,0.00015287686099385578,-0.025151603460387806,0.006829570015538355,0.0320976412141899,0.00011646773826373691
cost=0.090|scarcity=0.080|obs_noise=0.060|init=wide,0.09,0.08,0.06,wide,0.6039487073274291,ego_grid_h0=0.32_alpha=0.25,0.6367249081308083,0.6372490666690146,fixed_threshold_0.35,0.6364195216997666,fixed_depth_1,0.6127393118974201,-0.03247081437233745,0.0003053864310417209,-0.008790604569991034,0.02398559623338814,0.033300359341585484,0.0005241585382063096
cost=0.090|scarcity=0.080|obs_noise=0.060|init=high,0.09,0.08,0.06,high,0.4473433951352205,ego_grid_h0=0.32_alpha=0.50,0.4808119499252665,0.4813269705086797,fixed_threshold_0.40,0.48040932362764965,fixed_depth_2,0.4743809327548776,-0.033065928492429175,0.0004026262976168371,-0.027037537619657104,0.0064310171703889085,0.033983575373459196,0.0005150205834131838
cost=0.090|scarcity=0.160|obs_noise=0.000|init=wide,0.09,0.16,0.0,wide,0.5770004047062454,ego_grid_h0=0.40_alpha=0.25,0.6262326060451899,0.6261200439268519,fixed_threshold_0.45,0.6259180688797363,fixed_depth_1,0.6041095969502708,-0.04891766417349097,0.0003145371654535989,-0.027109192244025415,0.022123009094919155,0.04911963922060658,-0.00011256211833798879
cost=0.090|scarcity=0.160|obs_noise=0.000|init=high,0.09,0.16,0.0,high,0.4047033859530976,ego_grid_h0=0.32_alpha=1.00,0.45563480949618246,0.4556746448759105,fixed_threshold_0.45,0.4552448513268144,fixed_depth_2,0.45339529148750435,-0.05054146537371679,0.00038995816936804317,-0.04869190553440672,0.0022395180086781097,0.050971258922812845,3.9835379728014875e-05
cost=0.090|scarcity=0.160|obs_noise=0.020|init=wide,0.09,0.16,0.02,wide,0.5747171771984372,ego_grid_h0=0.40_alpha=0.50,0.6246651785548627,0.6242399683449226,fixed_threshold_0.45,0.6244141671202175,fixed_depth_1,0.6027393118974201,-0.04969698992178029,0.0002510114346452319,-0.02802213469898296,0.02192586665744256,0.04952279114648539,-0.00042521020994013004
cost=0.090|scarcity=0.160|obs_noise=0.020|init=high,0.09,0.16,0.02,high,0.3976274245325849,ego_grid_h0=0.40_alpha=0.50,0.4549605127551147,0.45503367804258493,fixed_threshold_0.45,0.45493617364178784,fixed_depth_2,0.4529523613263061,-0.05730874910920292,2.433911332683225e-05,-0.05532493679372119,0.002008151428808558,0.057406253510000005,7.316528747025597e-05
cost=0.090|scarcity=0.160|obs_noise=0.060|init=wide,0.09,0.16,0.06,wide,0.5706077549464766,ego_grid_h0=0.32_alpha=1.25,0.6246009946906993,0.6242399683449226,fixed_threshold_0.45,0.6241586652898974,fixed_depth_1,0.6027393118974201,-0.05355091034342074,0.00044232940080191074,-0.032131556950943496,0.021861682793279158,0.05363221339844593,-0.0003610263457767271
